Year,Round,Game,Home,Home Score,Venue,Home Field-H,Home State,LP-H
2015,round23,3Game6,Sydney,127,SCG,SCG,NSW,4
2015,round23,3Game7,West Coast,125,Perth Stadium,Perth Stadium,WA,2
2015,round23,3Game8,Melbourne,103,MCG,MCG,VIC,14
2015,round23,3Game9,Collingwood,92,MCG,MCG,VIC,12
2014,round1,Game1,Collingwood,46,MCG,MCG,VIC,6
2014,round1,Game2,Greater Western Sydney,99,Sydney Showground,Sydney Showground,NSW,18
2014,round1,Game3,Gold Coast,87,Metricon,Metricon,QLD,14
2014,round1,Game4,Carlton,87,Docklands,Docklands,VIC,8
2014,round1,Game5,Geelong,119,Kardinia Park,Kardinia Park,VIC,2
2014,round1,Game6,North Melbourne,60,Docklands,Docklands,VIC,10
2014,round1,Game7,Hawthorn,139,University of Tasmania Stadium,MCG,VIC,1
2014,round1,Game8,St. Kilda,68,Docklands,Docklands,VIC,16
2014,round1,Game9,West Coast,134,Perth Stadium,Perth Stadium,WA,13
2014,round2,Game1,Richmond,98,MCG,MCG,VIC,10
2014,round2,Game2,Essendon,86,Docklands,Docklands,VIC,3
2014,round2,Game3,St. Kilda,95,Docklands,Docklands,VIC,8
2014,round2,Game4,Port Adelaide,127,Adelaide Oval,Adelaide Oval,SA,7
2014,round2,Game5,Fremantle,87,Perth Stadium,Perth Stadium,WA,1
2014,round2,Game6,Sydney,69,ANZ Stadium,SCG,NSW,14
2014,round2,Game7,Brisbane,68,Gabba,Gabba,QLD,15
2014,round2,Game8,Melbourne,30,MCG,MCG,VIC,11
2014,round2,Game9,Western Bulldogs,54,Docklands,Docklands,VIC,17
2014,round3,Game1,Hawthorn,137,MCG,MCG,VIC,5
2014,round3,Game2,Western Bulldogs,100,Docklands,Docklands,VIC,17
2014,round3,Game3,Adelaide,71,Adelaide Oval,Adelaide Oval,SA,16
2014,round3,Game4,Gold Coast,114,Metricon,Metricon,QLD,11
2014,round3,Game5,Collingwood,76,MCG,MCG,VIC,12
2014,round3,Game6,West Coast,83,Perth Stadium,Perth Stadium,WA,1
2014,round3,Game7,Greater Western Sydney,79,Sydney Showground,Sydney Showground,NSW,8
2014,round3,Game8,North Melbourne,97,Docklands,Docklands,VIC,10
2014,round3,Game9,Essendon,138,Docklands,Docklands,VIC,7
2014,round4,Game1,Richmond,72,MCG,MCG,VIC,12
2014,round4,Game2,Carlton,58,Docklands,Docklands,VIC,15
2014,round4,Game3,Port Adelaide,159,Adelaide Oval,Adelaide Oval,SA,5
2014,round4,Game4,Greater Western Sydney,83,Sydney Showground,Sydney Showground,NSW,6
2014,round4,Game5,Gold Coast,49,Metricon,Metricon,QLD,8
2014,round4,Game6,Geelong,107,Kardinia Park,Kardinia Park,VIC,3
2014,round4,Game7,Sydney,48,SCG,SCG,NSW,11
2014,round4,Game8,St. Kilda,50,Docklands,Docklands,VIC,9
2014,round4,Game9,Fremantle,113,Perth Stadium,Perth Stadium,WA,7
2014,round5,Game1,Brisbane,63,Gabba,Gabba,QLD,18
2014,round5,Game2,Collingwood,93,MCG,MCG,VIC,9
2014,round5,Game3,Sydney,92,SCG,SCG,NSW,13
2014,round5,Game4,West Coast,56,Perth Stadium,Perth Stadium,WA,4
2014,round5,Game5,Essendon,65,Docklands,Docklands,VIC,7
2014,round5,Game6,Adelaide,137,Adelaide Oval,Adelaide Oval,SA,15
2014,round5,Game7,Melbourne,78,MCG,MCG,VIC,16
2014,round5,Game8,Western Bulldogs,91,Docklands,Docklands,VIC,10
2014,round5,Game9,Geelong,106,Kardinia Park,Kardinia Park,VIC,2
2014,round6,Game1,Collingwood,83,MCG,MCG,VIC,6
2014,round6,Game2,Fremantle,61,Perth Stadium,Perth Stadium,WA,5
2014,round6,Game3,St. Kilda,79,Docklands,Docklands,VIC,9
2014,round6,Game4,Gold Coast,134,Westpac Stadium,Metricon,QLD,8
2014,round6,Game5,Carlton,92,Docklands,Docklands,VIC,16
2014,round6,Game6,Melbourne,38,MCG,MCG,VIC,17
2014,round6,Game7,Western Bulldogs,83,Docklands,Docklands,VIC,15
2014,round6,Game8,Richmond,52,MCG,MCG,VIC,11
2014,round6,Game9,Port Adelaide,107,Adelaide Oval,Adelaide Oval,SA,2
2014,round7,Game1,Carlton,70,Docklands,Docklands,VIC,16
2014,round7,Game2,Hawthorn,175,MCG,MCG,VIC,2
2014,round7,Game3,Greater Western Sydney,97,Sydney Showground,Sydney Showground,NSW,14
2014,round7,Game4,Adelaide,67,Adelaide Oval,Adelaide Oval,SA,10
2014,round7,Game5,Essendon,73,Docklands,Docklands,VIC,12
2014,round7,Game6,Brisbane,44,Gabba,Gabba,QLD,18
2014,round7,Game7,North Melbourne,77,Docklands,Docklands,VIC,5
2014,round7,Game8,West Coast,54,Perth Stadium,Perth Stadium,WA,7
2014,round7,Game9,Geelong,81,Kardinia Park,Kardinia Park,VIC,3
2014,round8,Game1,Sydney,107,SCG,SCG,NSW,7
2014,round8,Game2,Port Adelaide,94,Adelaide Oval,Adelaide Oval,SA,2
2014,round8,Game3,Brisbane,57,Gabba,Gabba,QLD,18
2014,round8,Game4,Melbourne,83,MCG,MCG,VIC,17
2014,round8,Game5,West Coast,188,Perth Stadium,Perth Stadium,WA,9
2014,round8,Game6,St. Kilda,69,Docklands,Docklands,VIC,12
2014,round9,Game1,Adelaide,76,Adelaide Oval,Adelaide Oval,SA,11
2014,round9,Game2,Essendon,64,Docklands,Docklands,VIC,9
2014,round9,Game3,Richmond,74,MCG,MCG,VIC,15
2014,round9,Game4,North Melbourne,125,Docklands,Docklands,VIC,10
2014,round9,Game5,Fremantle,96,Perth Stadium,Perth Stadium,WA,8
2014,round9,Game6,St. Kilda,87,Docklands,Docklands,VIC,14
2014,round10,0Game1,Geelong,111,Kardinia Park,Kardinia Park,VIC,4
2014,round10,0Game2,Greater Western Sydney,41,Sydney Showground,Sydney Showground,NSW,17
2014,round10,0Game3,Collingwood,109,MCG,MCG,VIC,8
2014,round10,0Game4,Port Adelaide,100,Adelaide Oval,Adelaide Oval,SA,1
2014,round10,0Game5,Gold Coast,119,Metricon,Metricon,QLD,5
2014,round10,0Game6,Carlton,81,Docklands,Docklands,VIC,13
2014,round11,1Game1,Sydney,148,SCG,SCG,NSW,3
2014,round11,1Game2,St. Kilda,54,Docklands,Docklands,VIC,15
2014,round11,1Game3,Melbourne,75,MCG,MCG,VIC,14
2014,round11,1Game4,Brisbane,98,Gabba,Gabba,QLD,18
2014,round11,1Game5,Essendon,104,Docklands,Docklands,VIC,11
2014,round11,1Game6,Adelaide,109,Adelaide Oval,Adelaide Oval,SA,10
2014,round11,1Game7,Western Bulldogs,51,Docklands,Docklands,VIC,12
2014,round11,1Game8,Hawthorn,94,MCG,MCG,VIC,2
2014,round11,1Game9,West Coast,44,Perth Stadium,Perth Stadium,WA,9
2014,round12,2Game1,Geelong,107,Kardinia Park,Kardinia Park,VIC,2
2014,round12,2Game2,Hawthorn,123,MCG,MCG,VIC,4
2014,round12,2Game3,Port Adelaide,129,Adelaide Oval,Adelaide Oval,SA,1
2014,round12,2Game4,Greater Western Sydney,66,Sydney Showground,Sydney Showground,NSW,17
2014,round12,2Game5,Western Bulldogs,87,Docklands,Docklands,VIC,14
2014,round12,2Game6,Gold Coast,74,Metricon,Metricon,QLD,3
2014,round12,2Game7,Fremantle,90,Perth Stadium,Perth Stadium,WA,7
2014,round12,2Game8,North Melbourne,116,Docklands,Docklands,VIC,8
2014,round12,2Game9,Melbourne,28,MCG,MCG,VIC,15
2014,round13,3Game1,Carlton,90,Docklands,Docklands,VIC,12
2014,round13,3Game2,Richmond,85,MCG,MCG,VIC,13
2014,round13,3Game3,Sydney,98,SCG,SCG,NSW,3
2014,round13,3Game4,West Coast,103,Perth Stadium,Perth Stadium,WA,11
2014,round13,3Game5,Adelaide,109,Adelaide Oval,Adelaide Oval,SA,10
2014,round13,3Game6,Brisbane,80,Gabba,Gabba,QLD,16
2014,round13,3Game7,Geelong,133,Kardinia Park,Kardinia Park,VIC,5
2014,round13,3Game8,Collingwood,98,MCG,MCG,VIC,4
2014,round13,3Game9,Essendon,77,Docklands,Docklands,VIC,9
2014,round14,4Game1,Richmond,51,MCG,MCG,VIC,15
2014,round14,4Game2,Port Adelaide,128,Adelaide Oval,Adelaide Oval,SA,1
2014,round14,4Game3,Hawthorn,115,MCG,MCG,VIC,2
2014,round14,4Game4,Gold Coast,118,Metricon,Metricon,QLD,8
2014,round14,4Game5,Fremantle,105,Perth Stadium,Perth Stadium,WA,5
2014,round14,4Game6,Essendon,101,Docklands,Docklands,VIC,9
2014,round14,4Game7,Greater Western Sydney,100,Sydney Showground,Sydney Showground,NSW,16
2014,round14,4Game8,St. Kilda,70,Docklands,Docklands,VIC,18
2014,round14,4Game9,Melbourne,66,MCG,MCG,VIC,14
2014,round15,5Game1,Geelong,89,Kardinia Park,Kardinia Park,VIC,5
2014,round15,5Game2,Hawthorn,116,University of Tasmania Stadium,MCG,VIC,2
2014,round15,5Game3,St. Kilda,73,Docklands,Docklands,VIC,18
2014,round15,5Game4,Fremantle,88,Perth Stadium,Perth Stadium,WA,4
2014,round15,5Game5,Brisbane,70,Gabba,Gabba,QLD,17
2014,round15,5Game6,Sydney,106,SCG,SCG,NSW,3
2014,round15,5Game7,Western Bulldogs,91,Docklands,Docklands,VIC,13
2014,round15,5Game8,Adelaide,99,Adelaide Oval,Adelaide Oval,SA,11
2014,round15,5Game9,Collingwood,91,MCG,MCG,VIC,6
2014,round16,6Game1,North Melbourne,108,Docklands,Docklands,VIC,7
2014,round16,6Game2,Richmond,79,MCG,MCG,VIC,13
2014,round16,6Game3,Greater Western Sydney,72,Sydney Showground,Sydney Showground,NSW,16
2014,round16,6Game4,Gold Coast,80,Metricon,Metricon,QLD,8
2014,round16,6Game5,Port Adelaide,60,Adelaide Oval,Adelaide Oval,SA,2
2014,round16,6Game6,Melbourne,34,TIO Stadium,MCG,VIC,15
2014,round16,6Game7,Carlton,151,Docklands,Docklands,VIC,14
2014,round16,6Game8,West Coast,51,Perth Stadium,Perth Stadium,WA,11
2014,round16,6Game9,Geelong,69,Kardinia Park,Kardinia Park,VIC,5
2014,round17,7Game1,Adelaide,92,Adelaide Oval,Adelaide Oval,SA,9
2014,round17,7Game2,Melbourne,36,MCG,MCG,VIC,16
2014,round17,7Game3,North Melbourne,92,Blundstone Arena,Docklands,VIC,7
2014,round17,7Game4,Western Bulldogs,94,Cazaly's Stadium,Docklands,VIC,14
2014,round17,7Game5,Sydney,122,SCG,SCG,NSW,1
2014,round17,7Game6,Brisbane,64,Gabba,Gabba,QLD,17
2014,round17,7Game7,Richmond,126,MCG,MCG,VIC,12
2014,round17,7Game8,Essendon,103,Docklands,Docklands,VIC,10
2014,round17,7Game9,Fremantle,136,Perth Stadium,Perth Stadium,WA,4
2014,round18,8Game1,Carlton,109,Docklands,Docklands,VIC,14
2014,round18,8Game2,St. Kilda,118,Docklands,Docklands,VIC,18
2014,round18,8Game3,Greater Western Sydney,87,Sydney Showground,Sydney Showground,NSW,15
2014,round18,8Game4,Port Adelaide,72,Adelaide Oval,Adelaide Oval,SA,5
2014,round18,8Game5,Western Bulldogs,94,Docklands,Docklands,VIC,13
2014,round18,8Game6,West Coast,42,Perth Stadium,Perth Stadium,WA,11
2014,round18,8Game7,Brisbane,110,Gabba,Gabba,QLD,17
2014,round18,8Game8,Hawthorn,104,MCG,MCG,VIC,3
2014,round18,8Game9,Collingwood,82,MCG,MCG,VIC,8
2014,round19,9Game1,Fremantle,83,Perth Stadium,Perth Stadium,WA,4
2014,round19,9Game2,Sydney,79,SCG,SCG,NSW,1
2014,round19,9Game3,Adelaide,105,Adelaide Oval,Adelaide Oval,SA,8
2014,round19,9Game4,Richmond,89,MCG,MCG,VIC,12
2014,round19,9Game5,North Melbourne,79,Docklands,Docklands,VIC,6
2014,round19,9Game6,Gold Coast,117,Metricon,Metricon,QLD,10
2014,round19,9Game7,Melbourne,51,MCG,MCG,VIC,17
2014,round19,9Game8,Hawthorn,107,MCG,MCG,VIC,2
2014,round19,9Game9,Collingwood,76,MCG,MCG,VIC,9
2014,round20,0Game1,Richmond,95,MCG,MCG,VIC,12
2014,round20,0Game2,Greater Western Sydney,51,Sydney Showground,Sydney Showground,NSW,16
2014,round20,0Game3,Carlton,97,Docklands,Docklands,VIC,13
2014,round20,0Game4,Hawthorn,115,MCG,MCG,VIC,1
2014,round20,0Game5,Geelong,81,Kardinia Park,Kardinia Park,VIC,3
2014,round20,0Game6,Port Adelaide,58,Adelaide Oval,Adelaide Oval,SA,5
2014,round20,0Game7,Brisbane,63,Gabba,Gabba,QLD,15
2014,round20,0Game8,St. Kilda,99,Docklands,Docklands,VIC,18
2014,round20,0Game9,West Coast,126,Perth Stadium,Perth Stadium,WA,11
2014,round21,1Game1,Carlton,76,Docklands,Docklands,VIC,13
2014,round21,1Game2,Sydney,127,SCG,SCG,NSW,2
2014,round21,1Game3,Gold Coast,47,Metricon,Metricon,QLD,10
2014,round21,1Game4,Essendon,77,Docklands,Docklands,VIC,8
2014,round21,1Game5,Adelaide,69,Adelaide Oval,Adelaide Oval,SA,7
2014,round21,1Game6,Collingwood,56,MCG,MCG,VIC,9
2014,round21,1Game7,North Melbourne,111,Docklands,Docklands,VIC,6
2014,round21,1Game8,Melbourne,34,MCG,MCG,VIC,16
2014,round21,1Game9,Fremantle,110,Perth Stadium,Perth Stadium,WA,4
2014,round22,2Game1,Port Adelaide,140,Adelaide Oval,Adelaide Oval,SA,5
2014,round22,2Game2,North Melbourne,101,Blundstone Arena,Docklands,VIC,6
2014,round22,2Game3,Essendon,108,Docklands,Docklands,VIC,7
2014,round22,2Game4,Greater Western Sydney,67,Sydney Showground,Sydney Showground,NSW,16
2014,round22,2Game5,Hawthorn,94,MCG,MCG,VIC,3
2014,round22,2Game6,West Coast,119,Perth Stadium,Perth Stadium,WA,12
2014,round22,2Game7,Brisbane,48,Gabba,Gabba,QLD,15
2014,round22,2Game8,Western Bulldogs,67,Docklands,Docklands,VIC,14
2014,round22,2Game9,Richmond,98,MCG,MCG,VIC,9
2014,round23,3Game1,Collingwood,56,MCG,MCG,VIC,9
2014,round23,3Game2,Carlton,90,Docklands,Docklands,VIC,13
2014,round23,3Game3,Fremantle,105,Perth Stadium,Perth Stadium,WA,4
2014,round23,3Game4,Sydney,65,ANZ Stadium,SCG,NSW,1
2014,round23,3Game5,Geelong,143,Kardinia Park,Kardinia Park,VIC,3
2014,round23,3Game6,North Melbourne,123,Docklands,Docklands,VIC,6
2014,round23,3Game7,Gold Coast,99,Metricon,Metricon,QLD,12
2014,round23,3Game8,Adelaide,141,Adelaide Oval,Adelaide Oval,SA,11
2014,round23,3Game9,Western Bulldogs,109,Docklands,Docklands,VIC,14
2013,round1,Game1,Adelaide,82,Adelaide Oval,Adelaide Oval,SA,2
2013,round1,Game2,Fremantle,108,Perth Stadium,Perth Stadium,WA,7
2013,round1,Game3,Carlton,101,Docklands,Docklands,VIC,10
2013,round1,Game4,Western Bulldogs,127,Docklands,Docklands,VIC,15
2013,round1,Game5,Greater Western Sydney,76,ANZ Stadium,Sydney Showground,NSW,18
2013,round1,Game6,Gold Coast,90,Metricon,Metricon,QLD,17
2013,round1,Game7,Melbourne,54,MCG,MCG,VIC,16
2013,round1,Game8,North Melbourne,87,Docklands,Docklands,VIC,8
2013,round1,Game9,Hawthorn,86,MCG,MCG,VIC,1
2013,round2,Game1,St. Kilda,82,Docklands,Docklands,VIC,12
2013,round2,Game2,Sydney,114,SCG,SCG,NSW,4
2013,round2,Game3,Western Bulldogs,78,Docklands,Docklands,VIC,2
2013,round2,Game4,Brisbane,77,Gabba,Gabba,QLD,17
2013,round2,Game5,Port Adelaide,134,Adelaide Oval,Adelaide Oval,SA,1
2013,round2,Game6,Essendon,184,Docklands,Docklands,VIC,3
2013,round2,Game7,Geelong,112,Kardinia Park,Kardinia Park,VIC,8
2013,round2,Game8,Collingwood,117,MCG,MCG,VIC,6
2013,round2,Game9,West Coast,98,Perth Stadium,Perth Stadium,WA,14
2013,round3,Game1,Fremantle,68,Perth Stadium,Perth Stadium,WA,4
2013,round3,Game2,North Melbourne,92,Blundstone Arena,Docklands,VIC,12
2013,round3,Game3,Melbourne,83,MCG,MCG,VIC,18
2013,round3,Game4,Greater Western Sydney,68,Sydney Showground,Sydney Showground,NSW,16
2013,round3,Game5,Geelong,119,Kardinia Park,Kardinia Park,VIC,7
2013,round3,Game6,Gold Coast,92,Metricon,Metricon,QLD,11
2013,round3,Game7,Richmond,135,MCG,MCG,VIC,6
2013,round3,Game8,Collingwood,90,MCG,MCG,VIC,5
2013,round3,Game9,Port Adelaide,118,Adelaide Oval,Adelaide Oval,SA,2
2013,round4,Game1,Sydney,103,SCG,SCG,NSW,3
2013,round4,Game2,Hawthorn,118,University of Tasmania Stadium,MCG,VIC,6
2013,round4,Game3,Richmond,79,MCG,MCG,VIC,4
2013,round4,Game4,St. Kilda,91,Docklands,Docklands,VIC,9
2013,round4,Game5,West Coast,65,Perth Stadium,Perth Stadium,WA,10
2013,round4,Game6,Gold Coast,66,Metricon,Metricon,QLD,13
2013,round4,Game7,Melbourne,144,MCG,MCG,VIC,18
2013,round4,Game8,Adelaide,80,Adelaide Oval,Adelaide Oval,SA,11
2013,round4,Game9,North Melbourne,125,Docklands,Docklands,VIC,16
2013,round5,Game1,Essendon,121,Docklands,Docklands,VIC,1
2013,round5,Game2,St. Kilda,63,Westpac Stadium,Docklands,VIC,10
2013,round5,Game3,Fremantle,81,Perth Stadium,Perth Stadium,WA,9
2013,round5,Game4,Greater Western Sydney,104,Sydney Showground,Sydney Showground,NSW,18
2013,round5,Game5,Carlton,115,Docklands,Docklands,VIC,13
2013,round5,Game6,Port Adelaide,84,Adelaide Oval,Adelaide Oval,SA,2
2013,round5,Game7,Western Bulldogs,86,Docklands,Docklands,VIC,15
2013,round5,Game8,Brisbane,122,Gabba,Gabba,QLD,16
2013,round5,Game9,Hawthorn,99,MCG,MCG,VIC,4
2013,round6,Game1,Collingwood,103,MCG,MCG,VIC,8
2013,round6,Game2,Essendon,120,Docklands,Docklands,VIC,1
2013,round6,Game3,North Melbourne,93,Blundstone Arena,Docklands,VIC,13
2013,round6,Game4,Adelaide,78,Adelaide Oval,Adelaide Oval,SA,10
2013,round6,Game5,Gold Coast,54,Metricon,Metricon,QLD,11
2013,round6,Game6,Richmond,87,MCG,MCG,VIC,6
2013,round6,Game7,Sydney,115,SCG,SCG,NSW,5
2013,round6,Game8,Carlton,121,Docklands,Docklands,VIC,9
2013,round6,Game9,West Coast,137,Perth Stadium,Perth Stadium,WA,15
2013,round7,Game1,Geelong,113,Kardinia Park,Kardinia Park,VIC,2
2013,round7,Game2,Port Adelaide,73,Adelaide Oval,Adelaide Oval,SA,3
2013,round7,Game3,Brisbane,82,Gabba,Gabba,QLD,14
2013,round7,Game4,Western Bulldogs,97,Docklands,Docklands,VIC,16
2013,round7,Game5,Fremantle,100,Perth Stadium,Perth Stadium,WA,6
2013,round7,Game6,Hawthorn,119,MCG,MCG,VIC,5
2013,round7,Game7,Greater Western Sydney,52,Sydney Showground,Sydney Showground,NSW,18
2013,round7,Game8,Melbourne,54,MCG,MCG,VIC,17
2013,round7,Game9,St. Kilda,77,Docklands,Docklands,VIC,15
2013,round8,Game1,West Coast,90,Perth Stadium,Perth Stadium,WA,10
2013,round8,Game2,Essendon,86,Docklands,Docklands,VIC,2
2013,round8,Game3,Hawthorn,140,MCG,MCG,VIC,3
2013,round8,Game4,Gold Coast,93,Metricon,Metricon,QLD,13
2013,round8,Game5,Sydney,70,SCG,SCG,NSW,5
2013,round8,Game6,Collingwood,102,MCG,MCG,VIC,8
2013,round8,Game7,Carlton,109,Docklands,Docklands,VIC,11
2013,round8,Game8,Richmond,106,MCG,MCG,VIC,7
2013,round8,Game9,Adelaide,87,Adelaide Oval,Adelaide Oval,SA,9
2013,round9,Game1,Collingwood,55,MCG,MCG,VIC,8
2013,round9,Game2,Port Adelaide,68,Adelaide Oval,Adelaide Oval,SA,6
2013,round9,Game3,Greater Western Sydney,55,Sydney Showground,Sydney Showground,NSW,18
2013,round9,Game4,St. Kilda,101,Docklands,Docklands,VIC,15
2013,round9,Game5,Brisbane,85,Gabba,Gabba,QLD,14
2013,round9,Game6,Richmond,62,MCG,MCG,VIC,7
2013,round9,Game7,Hawthorn,118,MCG,MCG,VIC,1
2013,round9,Game8,North Melbourne,124,Docklands,Docklands,VIC,13
2013,round9,Game9,Fremantle,130,Perth Stadium,Perth Stadium,WA,5
2013,round10,0Game1,Brisbane,51,Gabba,Gabba,QLD,14
2013,round10,0Game2,Carlton,148,Docklands,Docklands,VIC,8
2013,round10,0Game3,Adelaide,59,Adelaide Oval,Adelaide Oval,SA,7
2013,round10,0Game4,Sydney,115,SCG,SCG,NSW,5
2013,round10,0Game5,Geelong,123,Kardinia Park,Kardinia Park,VIC,2
2013,round10,0Game6,Western Bulldogs,67,TIO Stadium,Docklands,VIC,16
2013,round10,0Game7,Melbourne,48,MCG,MCG,VIC,17
2013,round10,0Game8,North Melbourne,133,Docklands,Docklands,VIC,13
2013,round10,0Game9,West Coast,62,Perth Stadium,Perth Stadium,WA,6
2013,round11,1Game1,Essendon,77,Docklands,Docklands,VIC,5
2013,round11,1Game2,Greater Western Sydney,98,Sydney Showground,Sydney Showground,NSW,18
2013,round11,1Game3,Adelaide,50,Adelaide Oval,Adelaide Oval,SA,9
2013,round11,1Game4,Gold Coast,66,Metricon,Metricon,QLD,13
2013,round11,1Game5,St. Kilda,80,Docklands,Docklands,VIC,16
2013,round11,1Game6,Melbourne,39,MCG,MCG,VIC,17
2013,round12,2Game1,Carlton,87,Docklands,Docklands,VIC,7
2013,round12,2Game2,Richmond,110,MCG,MCG,VIC,9
2013,round12,2Game3,Fremantle,86,Perth Stadium,Perth Stadium,WA,5
2013,round12,2Game4,Essendon,115,Docklands,Docklands,VIC,4
2013,round12,2Game5,Greater Western Sydney,50,Sydney Showground,Sydney Showground,NSW,18
2013,round12,2Game6,Collingwood,99,MCG,MCG,VIC,6
2013,round13,3Game1,Hawthorn,123,MCG,MCG,VIC,1
2013,round13,3Game2,Port Adelaide,72,Adelaide Oval,Adelaide Oval,SA,10
2013,round13,3Game3,St. Kilda,104,Docklands,Docklands,VIC,16
2013,round13,3Game4,Western Bulldogs,61,Docklands,Docklands,VIC,14
2013,round13,3Game5,Fremantle,67,Perth Stadium,Perth Stadium,WA,5
2013,round13,3Game6,Brisbane,103,Gabba,Gabba,QLD,15
2013,round14,4Game1,West Coast,91,Perth Stadium,Perth Stadium,WA,10
2013,round14,4Game2,Sydney,65,SCG,SCG,NSW,5
2013,round14,4Game3,Gold Coast,83,Metricon,Metricon,QLD,12
2013,round14,4Game4,Port Adelaide,86,Adelaide Oval,Adelaide Oval,SA,8
2013,round14,4Game5,Melbourne,103,MCG,MCG,VIC,17
2013,round14,4Game6,Geelong,85,Kardinia Park,Kardinia Park,VIC,2
2013,round14,4Game7,Hawthorn,143,MCG,MCG,VIC,1
2013,round14,4Game8,North Melbourne,130,Docklands,Docklands,VIC,13
2013,round14,4Game9,Richmond,119,MCG,MCG,VIC,6
2013,round15,5Game1,Carlton,77,Docklands,Docklands,VIC,9
2013,round15,5Game2,Greater Western Sydney,83,Sydney Showground,Sydney Showground,NSW,18
2013,round15,5Game3,North Melbourne,128,Docklands,Docklands,VIC,12
2013,round15,5Game4,Brisbane,116,Gabba,Gabba,QLD,14
2013,round15,5Game5,Adelaide,69,Adelaide Oval,Adelaide Oval,SA,11
2013,round15,5Game6,Geelong,82,Kardinia Park,Kardinia Park,VIC,2
2013,round15,5Game7,Melbourne,85,MCG,MCG,VIC,17
2013,round15,5Game8,Fremantle,100,Perth Stadium,Perth Stadium,WA,5
2013,round15,5Game9,Essendon,118,Docklands,Docklands,VIC,3
2013,round16,6Game1,Collingwood,111,MCG,MCG,VIC,7
2013,round16,6Game2,Port Adelaide,79,Adelaide Oval,Adelaide Oval,SA,8
2013,round16,6Game3,Geelong,98,Kardinia Park,Kardinia Park,VIC,2
2013,round16,6Game4,Richmond,53,MCG,MCG,VIC,6
2013,round16,6Game5,Brisbane,117,Gabba,Gabba,QLD,14
2013,round16,6Game6,Carlton,110,Docklands,Docklands,VIC,11
2013,round16,6Game7,Sydney,171,SCG,SCG,NSW,4
2013,round16,6Game8,Western Bulldogs,90,Docklands,Docklands,VIC,15
2013,round16,6Game9,West Coast,93,Perth Stadium,Perth Stadium,WA,9
2013,round17,7Game1,North Melbourne,108,Docklands,Docklands,VIC,11
2013,round17,7Game2,Hawthorn,95,MCG,MCG,VIC,1
2013,round17,7Game3,Greater Western Sydney,77,Sydney Showground,Sydney Showground,NSW,18
2013,round17,7Game4,Gold Coast,85,Metricon,Metricon,QLD,14
2013,round17,7Game5,Melbourne,75,TIO Stadium,MCG,VIC,17
2013,round17,7Game6,St. Kilda,92,Docklands,Docklands,VIC,16
2013,round17,7Game7,Richmond,84,MCG,MCG,VIC,6
2013,round17,7Game8,Adelaide,94,Adelaide Oval,Adelaide Oval,SA,12
2013,round17,7Game9,West Coast,79,Perth Stadium,Perth Stadium,WA,10
2013,round18,8Game1,Essendon,87,Docklands,Docklands,VIC,2
2013,round18,8Game2,Gold Coast,77,Metricon,Metricon,QLD,14
2013,round18,8Game3,Melbourne,28,MCG,MCG,VIC,17
2013,round18,8Game4,Collingwood,106,MCG,MCG,VIC,7
2013,round18,8Game5,Fremantle,75,Perth Stadium,Perth Stadium,WA,5
2013,round18,8Game6,Geelong,137,Kardinia Park,Kardinia Park,VIC,3
2013,round18,8Game7,Port Adelaide,71,Adelaide Oval,Adelaide Oval,SA,8
2013,round18,8Game8,Western Bulldogs,111,Docklands,Docklands,VIC,15
2013,round18,8Game9,Sydney,110,SCG,SCG,NSW,4
2013,round19,9Game1,North Melbourne,96,Docklands,Docklands,VIC,10
2013,round19,9Game2,Greater Western Sydney,124,Sydney Showground,Sydney Showground,NSW,18
2013,round19,9Game3,Hawthorn,66,MCG,MCG,VIC,1
2013,round19,9Game4,West Coast,130,Perth Stadium,Perth Stadium,WA,11
2013,round19,9Game5,Brisbane,108,Gabba,Gabba,QLD,13
2013,round19,9Game6,Carlton,80,Docklands,Docklands,VIC,9
2013,round19,9Game7,Western Bulldogs,99,Docklands,Docklands,VIC,15
2013,round19,9Game8,Adelaide,103,Adelaide Oval,Adelaide Oval,SA,12
2013,round19,9Game9,Collingwood,133,MCG,MCG,VIC,7
2013,round20,0Game1,St. Kilda,56,Docklands,Docklands,VIC,16
2013,round20,0Game2,Richmond,97,MCG,MCG,VIC,7
2013,round20,0Game3,Geelong,129,Kardinia Park,Kardinia Park,VIC,3
2013,round20,0Game4,Carlton,89,Docklands,Docklands,VIC,9
2013,round20,0Game5,Gold Coast,90,Metricon,Metricon,QLD,14
2013,round20,0Game6,Sydney,71,ANZ Stadium,SCG,NSW,2
2013,round20,0Game7,Essendon,67,Docklands,Docklands,VIC,5
2013,round20,0Game8,Adelaide,79,Adelaide Oval,Adelaide Oval,SA,13
2013,round20,0Game9,Fremantle,157,Perth Stadium,Perth Stadium,WA,4
2013,round21,1Game1,Hawthorn,119,MCG,MCG,VIC,1
2013,round21,1Game2,Richmond,96,MCG,MCG,VIC,6
2013,round21,1Game3,Port Adelaide,113,Adelaide Oval,Adelaide Oval,SA,8
2013,round21,1Game4,Essendon,70,Docklands,Docklands,VIC,7
2013,round21,1Game5,West Coast,41,Perth Stadium,Perth Stadium,WA,10
2013,round21,1Game6,Brisbane,123,Gabba,Gabba,QLD,13
2013,round21,1Game7,Melbourne,38,MCG,MCG,VIC,17
2013,round21,1Game8,Sydney,118,SCG,SCG,NSW,3
